,product,price,quantity,date,region
572,chartreuse morsel,3.0,569,2018-02-26,north
573,chartreuse morsel,3.0,504,2018-02-26,south
574,chartreuse morsel,3.0,586,2018-02-26,east
575,chartreuse morsel,3.0,582,2018-02-26,west
576,periwinkle morsel,1.25,578,2018-02-26,north
577,periwinkle morsel,1.25,510,2018-02-26,south
578,periwinkle morsel,1.25,530,2018-02-26,east
579,periwinkle morsel,1.25,564,2018-02-26,west
580,vermilion morsel,4.99,548,2018-02-26,north
581,vermilion morsel,4.99,589,2018-02-26,south
582,vermilion morsel,4.99,594,2018-02-26,east
583,vermilion morsel,4.99,529,2018-02-26,west
584,lapis morsel,1.99,533,2018-02-26,north
585,lapis morsel,1.99,549,2018-02-26,south
586,lapis morsel,1.99,596,2018-02-26,east
587,lapis morsel,1.99,514,2018-02-26,west
588,pink morsel,3.0,555,2018-02-27,north
589,pink morsel,3.0,565,2018-02-27,south
590,pink morsel,3.0,526,2018-02-27,east
591,pink morsel,3.0,540,2018-02-27,west
592,gold morsel,9.99,563,2018-02-27,north
593,gold morsel,9.99,541,2018-02-27,south
594,gold morsel,9.99,505,2018-02-27,east
595,gold morsel,9.99,564,2018-02-27,west
596,magenta morsel,2.5,516,2018-02-27,north
597,magenta morsel,2.5,515,2018-02-27,south
598,magenta morsel,2.5,592,2018-02-27,east
599,magenta morsel,2.5,554,2018-02-27,west
600,chartreuse morsel,3.0,516,2018-02-27,north
601,chartreuse morsel,3.0,600,2018-02-27,south
602,chartreuse morsel,3.0,534,2018-02-27,east
603,chartreuse morsel,3.0,510,2018-02-27,west
604,periwinkle morsel,1.25,574,2018-02-27,north
605,periwinkle morsel,1.25,520,2018-02-27,south
606,periwinkle morsel,1.25,591,2018-02-27,east
607,periwinkle morsel,1.25,519,2018-02-27,west
608,vermilion morsel,4.99,517,2018-02-27,north
609,vermilion morsel,4.99,516,2018-02-27,south
610,vermilion morsel,4.99,599,2018-02-27,east
611,vermilion morsel,4.99,582,2018-02-27,west
612,lapis morsel,1.99,537,2018-02-27,north
613,lapis morsel,1.99,588,2018-02-27,south
614,lapis morsel,1.99,598,2018-02-27,east
615,lapis morsel,1.99,579,2018-02-27,west
616,pink morsel,3.0,589,2018-02-28,north
617,pink morsel,3.0,531,2018-02-28,south
618,pink morsel,3.0,581,2018-02-28,east
619,pink morsel,3.0,519,2018-02-28,west
620,gold morsel,9.99,534,2018-02-28,north
621,gold morsel,9.99,538,2018-02-28,south
622,gold morsel,9.99,545,2018-02-28,east
623,gold morsel,9.99,583,2018-02-28,west
624,magenta morsel,2.5,563,2018-02-28,north
625,magenta morsel,2.5,562,2018-02-28,south
626,magenta morsel,2.5,528,2018-02-28,east
627,magenta morsel,2.5,585,2018-02-28,west
628,chartreuse morsel,3.0,582,2018-02-28,north
629,chartreuse morsel,3.0,582,2018-02-28,south
630,chartreuse morsel,3.0,530,2018-02-28,east
631,chartreuse morsel,3.0,513,2018-02-28,west
632,periwinkle morsel,1.25,572,2018-02-28,north
633,periwinkle morsel,1.25,514,2018-02-28,south
634,periwinkle morsel,1.25,584,2018-02-28,east
635,periwinkle morsel,1.25,553,2018-02-28,west
636,vermilion morsel,4.99,597,2018-02-28,north
637,vermilion morsel,4.99,525,2018-02-28,south
638,vermilion morsel,4.99,560,2018-02-28,east
639,vermilion morsel,4.99,586,2018-02-28,west
640,lapis morsel,1.99,513,2018-02-28,north
641,lapis morsel,1.99,537,2018-02-28,south
642,lapis morsel,1.99,516,2018-02-28,east
643,lapis morsel,1.99,523,2018-02-28,west
644,pink morsel,3.0,556,2018-03-01,north
645,pink morsel,3.0,594,2018-03-01,south
646,pink morsel,3.0,509,2018-03-01,east
647,pink morsel,3.0,556,2018-03-01,west
648,gold morsel,9.99,562,2018-03-01,north
649,gold morsel,9.99,579,2018-03-01,south
650,gold morsel,9.99,520,2018-03-01,east
651,gold morsel,9.99,571,2018-03-01,west
652,magenta morsel,2.5,528,2018-03-01,north
653,magenta morsel,2.5,589,2018-03-01,south
654,magenta morsel,2.5,518,2018-03-01,east
655,magenta morsel,2.5,535,2018-03-01,west
656,chartreuse morsel,3.0,527,2018-03-01,north
657,chartreuse morsel,3.0,535,2018-03-01,south
658,chartreuse morsel,3.0,521,2018-03-01,east
659,chartreuse morsel,3.0,503,2018-03-01,west
660,periwinkle morsel,1.25,581,2018-03-01,north
661,periwinkle morsel,1.25,515,2018-03-01,south
662,periwinkle morsel,1.25,600,2018-03-01,east
663,periwinkle morsel,1.25,589,2018-03-01,west
664,vermilion morsel,4.99,552,2018-03-01,north
665,vermilion morsel,4.99,508,2018-03-01,south
666,vermilion morsel,4.99,566,2018-03-01,east
667,vermilion morsel,4.99,575,2018-03-01,west
668,lapis morsel,1.99,537,2018-03-01,north
669,lapis morsel,1.99,574,2018-03-01,south
670,lapis morsel,1.99,593,2018-03-01,east
671,lapis morsel,1.99,513,2018-03-01,west
672,pink morsel,3.0,545,2018-03-02,north
673,pink morsel,3.0,523,2018-03-02,south
674,pink morsel,3.0,582,2018-03-02,east
675,pink morsel,3.0,591,2018-03-02,west
676,gold morsel,9.99,599,2018-03-02,north
677,gold morsel,9.99,596,2018-03-02,south
678,gold morsel,9.99,528,2018-03-02,east
679,gold morsel,9.99,531,2018-03-02,west
680,magenta morsel,2.5,555,2018-03-02,north
681,magenta morsel,2.5,586,2018-03-02,south
682,magenta morsel,2.5,568,2018-03-02,east
683,magenta morsel,2.5,575,2018-03-02,west
684,chartreuse morsel,3.0,553,2018-03-02,north
685,chartreuse morsel,3.0,504,2018-03-02,south
686,chartreuse morsel,3.0,596,2018-03-02,east
687,chartreuse morsel,3.0,546,2018-03-02,west
688,periwinkle morsel,1.25,593,2018-03-02,north
689,periwinkle morsel,1.25,527,2018-03-02,south
690,periwinkle morsel,1.25,549,2018-03-02,east
691,periwinkle morsel,1.25,512,2018-03-02,west
692,vermilion morsel,4.99,510,2018-03-02,north
693,vermilion morsel,4.99,501,2018-03-02,south
694,vermilion morsel,4.99,598,2018-03-02,east
695,vermilion morsel,4.99,572,2018-03-02,west
696,lapis morsel,1.99,544,2018-03-02,north
697,lapis morsel,1.99,517,2018-03-02,south
698,lapis morsel,1.99,547,2018-03-02,east
699,lapis morsel,1.99,557,2018-03-02,west
700,pink morsel,3.0,513,2018-03-03,north
701,pink morsel,3.0,500,2018-03-03,south
702,pink morsel,3.0,523,2018-03-03,east
703,pink morsel,3.0,519,2018-03-03,west
704,gold morsel,9.99,563,2018-03-03,north
705,gold morsel,9.99,531,2018-03-03,south
706,gold morsel,9.99,520,2018-03-03,east
707,gold morsel,9.99,556,2018-03-03,west
708,magenta morsel,2.5,502,2018-03-03,north
709,magenta morsel,2.5,549,2018-03-03,south
710,magenta morsel,2.5,576,2018-03-03,east
711,magenta morsel,2.5,513,2018-03-03,west
712,chartreuse morsel,3.0,583,2018-03-03,north
713,chartreuse morsel,3.0,545,2018-03-03,south
714,chartreuse morsel,3.0,514,2018-03-03,east
715,chartreuse morsel,3.0,554,2018-03-03,west
716,periwinkle morsel,1.25,551,2018-03-03,north
717,periwinkle morsel,1.25,530,2018-03-03,south
718,periwinkle morsel,1.25,502,2018-03-03,east
719,periwinkle morsel,1.25,574,2018-03-03,west
720,vermilion morsel,4.99,523,2018-03-03,north
721,vermilion morsel,4.99,522,2018-03-03,south
722,vermilion morsel,4.99,515,2018-03-03,east
723,vermilion morsel,4.99,518,2018-03-03,west
724,lapis morsel,1.99,534,2018-03-03,north
725,lapis morsel,1.99,534,2018-03-03,south
726,lapis morsel,1.99,500,2018-03-03,east
727,lapis morsel,1.99,573,2018-03-03,west
728,pink morsel,3.0,591,2018-03-04,north
729,pink morsel,3.0,548,2018-03-04,south
730,pink morsel,3.0,538,2018-03-04,east
731,pink morsel,3.0,558,2018-03-04,west
732,gold morsel,9.99,600,2018-03-04,north
733,gold morsel,9.99,579,2018-03-04,south
734,gold morsel,9.99,506,2018-03-04,east
735,gold morsel,9.99,578,2018-03-04,west
736,magenta morsel,2.5,549,2018-03-04,north
737,magenta morsel,2.5,505,2018-03-04,south
738,magenta morsel,2.5,570,2018-03-04,east
739,magenta morsel,2.5,534,2018-03-04,west
740,chartreuse morsel,3.0,533,2018-03-04,north
741,chartreuse morsel,3.0,522,2018-03-04,south
742,chartreuse morsel,3.0,569,2018-03-04,east
743,chartreuse morsel,3.0,542,2018-03-04,west
744,periwinkle morsel,1.25,548,2018-03-04,north
745,periwinkle morsel,1.25,551,2018-03-04,south
746,periwinkle morsel,1.25,534,2018-03-04,east
747,periwinkle morsel,1.25,530,2018-03-04,west
748,vermilion morsel,4.99,512,2018-03-04,north
749,vermilion morsel,4.99,574,2018-03-04,south
750,vermilion morsel,4.99,580,2018-03-04,east
751,vermilion morsel,4.99,516,2018-03-04,west
752,lapis morsel,1.99,574,2018-03-04,north
753,lapis morsel,1.99,579,2018-03-04,south
754,lapis morsel,1.99,564,2018-03-04,east
755,lapis morsel,1.99,533,2018-03-04,west
756,pink morsel,3.0,511,2018-03-05,north
757,pink morsel,3.0,551,2018-03-05,south
758,pink morsel,3.0,519,2018-03-05,east
759,pink morsel,3.0,582,2018-03-05,west
760,gold morsel,9.99,574,2018-03-05,north
761,gold morsel,9.99,510,2018-03-05,south
762,gold morsel,9.99,560,2018-03-05,east
763,gold morsel,9.99,525,2018-03-05,west
764,magenta morsel,2.5,576,2018-03-05,north
765,magenta morsel,2.5,586,2018-03-05,south
766,magenta morsel,2.5,596,2018-03-05,east
767,magenta morsel,2.5,598,2018-03-05,west
768,chartreuse morsel,3.0,574,2018-03-05,north
769,chartreuse morsel,3.0,586,2018-03-05,south
770,chartreuse morsel,3.0,508,2018-03-05,east
771,chartreuse morsel,3.0,594,2018-03-05,west
772,periwinkle morsel,1.25,587,2018-03-05,north
773,periwinkle morsel,1.25,538,2018-03-05,south
774,periwinkle morsel,1.25,550,2018-03-05,east
775,periwinkle morsel,1.25,576,2018-03-05,west
776,vermilion morsel,4.99,506,2018-03-05,north
777,vermilion morsel,4.99,596,2018-03-05,south
778,vermilion morsel,4.99,504,2018-03-05,east
779,vermilion morsel,4.99,597,2018-03-05,west
780,lapis morsel,1.99,582,2018-03-05,north
781,lapis morsel,1.99,575,2018-03-05,south
782,lapis morsel,1.99,544,2018-03-05,east
783,lapis morsel,1.99,524,2018-03-05,west
784,pink morsel,3.0,573,2018-03-06,north
785,pink morsel,3.0,573,2018-03-06,south
786,pink morsel,3.0,553,2018-03-06,east
787,pink morsel,3.0,600,2018-03-06,west
788,gold morsel,9.99,533,2018-03-06,north
789,gold morsel,9.99,586,2018-03-06,south
790,gold morsel,9.99,589,2018-03-06,east
791,gold morsel,9.99,555,2018-03-06,west
792,magenta morsel,2.5,578,2018-03-06,north
793,magenta morsel,2.5,506,2018-03-06,south
794,magenta morsel,2.5,565,2018-03-06,east
795,magenta morsel,2.5,548,2018-03-06,west
796,chartreuse morsel,3.0,537,2018-03-06,north
797,chartreuse morsel,3.0,591,2018-03-06,south
798,chartreuse morsel,3.0,537,2018-03-06,east
799,chartreuse morsel,3.0,582,2018-03-06,west
800,periwinkle morsel,1.25,505,2018-03-06,north
801,periwinkle morsel,1.25,599,2018-03-06,south
802,periwinkle morsel,1.25,564,2018-03-06,east
803,periwinkle morsel,1.25,505,2018-03-06,west
804,vermilion morsel,4.99,543,2018-03-06,north
805,vermilion morsel,4.99,559,2018-03-06,south
806,vermilion morsel,4.99,545,2018-03-06,east
807,vermilion morsel,4.99,537,2018-03-06,west
808,lapis morsel,1.99,528,2018-03-06,north
809,lapis morsel,1.99,527,2018-03-06,south
810,lapis morsel,1.99,555,2018-03-06,east
811,lapis morsel,1.99,529,2018-03-06,west
812,pink morsel,3.0,527,2018-03-07,north
813,pink morsel,3.0,534,2018-03-07,south
814,pink morsel,3.0,536,2018-03-07,east
815,pink morsel,3.0,550,2018-03-07,west
816,gold morsel,9.99,521,2018-03-07,north
817,gold morsel,9.99,575,2018-03-07,south
818,gold morsel,9.99,505,2018-03-07,east
819,gold morsel,9.99,565,2018-03-07,west
820,magenta morsel,2.5,526,2018-03-07,north
821,magenta morsel,2.5,536,2018-03-07,south
822,magenta morsel,2.5,584,2018-03-07,east
823,magenta morsel,2.5,555,2018-03-07,west
824,chartreuse morsel,3.0,597,2018-03-07,north
825,chartreuse morsel,3.0,506,2018-03-07,south
826,chartreuse morsel,3.0,593,2018-03-07,east
827,chartreuse morsel,3.0,573,2018-03-07,west
828,periwinkle morsel,1.25,590,2018-03-07,north
829,periwinkle morsel,1.25,595,2018-03-07,south
830,periwinkle morsel,1.25,539,2018-03-07,east
831,periwinkle morsel,1.25,536,2018-03-07,west
832,vermilion morsel,4.99,586,2018-03-07,north
833,vermilion morsel,4.99,590,2018-03-07,south
834,vermilion morsel,4.99,564,2018-03-07,east
835,vermilion morsel,4.99,520,2018-03-07,west
836,lapis morsel,1.99,600,2018-03-07,north
837,lapis morsel,1.99,589,2018-03-07,south
838,lapis morsel,1.99,565,2018-03-07,east
839,lapis morsel,1.99,536,2018-03-07,west
840,pink morsel,3.0,537,2018-03-08,north
841,pink morsel,3.0,510,2018-03-08,south
842,pink morsel,3.0,566,2018-03-08,east
843,pink morsel,3.0,556,2018-03-08,west
844,gold morsel,9.99,590,2018-03-08,north
845,gold morsel,9.99,559,2018-03-08,south
846,gold morsel,9.99,536,2018-03-08,east
847,gold morsel,9.99,562,2018-03-08,west
848,magenta morsel,2.5,580,2018-03-08,north
849,magenta morsel,2.5,590,2018-03-08,south
850,magenta morsel,2.5,510,2018-03-08,east
851,magenta morsel,2.5,581,2018-03-08,west
852,chartreuse morsel,3.0,530,2018-03-08,north
853,chartreuse morsel,3.0,502,2018-03-08,south
854,chartreuse morsel,3.0,564,2018-03-08,east
855,chartreuse morsel,3.0,554,2018-03-08,west
856,periwinkle morsel,1.25,594,2018-03-08,north
857,periwinkle morsel,1.25,593,2018-03-08,south
858,periwinkle morsel,1.25,530,2018-03-08,east
859,periwinkle morsel,1.25,533,2018-03-08,west
860,vermilion morsel,4.99,533,2018-03-08,north
861,vermilion morsel,4.99,571,2018-03-08,south
862,vermilion morsel,4.99,589,2018-03-08,east
863,vermilion morsel,4.99,591,2018-03-08,west
864,lapis morsel,1.99,522,2018-03-08,north
865,lapis morsel,1.99,543,2018-03-08,south
866,lapis morsel,1.99,517,2018-03-08,east
867,lapis morsel,1.99,540,2018-03-08,west
868,pink morsel,3.0,582,2018-03-09,north
869,pink morsel,3.0,508,2018-03-09,south
870,pink morsel,3.0,502,2018-03-09,east
871,pink morsel,3.0,568,2018-03-09,west
872,gold morsel,9.99,583,2018-03-09,north
873,gold morsel,9.99,587,2018-03-09,south
874,gold morsel,9.99,518,2018-03-09,east
875,gold morsel,9.99,502,2018-03-09,west
876,magenta morsel,2.5,568,2018-03-09,north
877,magenta morsel,2.5,527,2018-03-09,south
878,magenta morsel,2.5,502,2018-03-09,east
879,magenta morsel,2.5,515,2018-03-09,west
880,chartreuse morsel,3.0,510,2018-03-09,north
881,chartreuse morsel,3.0,567,2018-03-09,south
882,chartreuse morsel,3.0,558,2018-03-09,east
883,chartreuse morsel,3.0,529,2018-03-09,west
884,periwinkle morsel,1.25,501,2018-03-09,north
885,periwinkle morsel,1.25,581,2018-03-09,south
886,periwinkle morsel,1.25,529,2018-03-09,east
887,periwinkle morsel,1.25,506,2018-03-09,west
888,vermilion morsel,4.99,590,2018-03-09,north
889,vermilion morsel,4.99,578,2018-03-09,south
890,vermilion morsel,4.99,597,2018-03-09,east
891,vermilion morsel,4.99,530,2018-03-09,west
892,lapis morsel,1.99,578,2018-03-09,north
893,lapis morsel,1.99,559,2018-03-09,south
894,lapis morsel,1.99,577,2018-03-09,east
895,lapis morsel,1.99,577,2018-03-09,west
896,pink morsel,3.0,596,2018-03-10,north
897,pink morsel,3.0,573,2018-03-10,south
898,pink morsel,3.0,582,2018-03-10,east
899,pink morsel,3.0,528,2018-03-10,west
900,gold morsel,9.99,519,2018-03-10,north
901,gold morsel,9.99,552,2018-03-10,south
902,gold morsel,9.99,569,2018-03-10,east
903,gold morsel,9.99,588,2018-03-10,west
904,magenta morsel,2.5,539,2018-03-10,north
905,magenta morsel,2.5,523,2018-03-10,south
906,magenta morsel,2.5,510,2018-03-10,east
907,magenta morsel,2.5,597,2018-03-10,west
908,chartreuse morsel,3.0,537,2018-03-10,north
909,chartreuse morsel,3.0,501,2018-03-10,south
910,chartreuse morsel,3.0,544,2018-03-10,east
911,chartreuse morsel,3.0,521,2018-03-10,west
912,periwinkle morsel,1.25,510,2018-03-10,north
913,periwinkle morsel,1.25,584,2018-03-10,south
914,periwinkle morsel,1.25,531,2018-03-10,east
915,periwinkle morsel,1.25,537,2018-03-10,west
916,vermilion morsel,4.99,564,2018-03-10,north
917,vermilion morsel,4.99,513,2018-03-10,south
918,vermilion morsel,4.99,575,2018-03-10,east
919,vermilion morsel,4.99,532,2018-03-10,west
920,lapis morsel,1.99,585,2018-03-10,north
921,lapis morsel,1.99,570,2018-03-10,south
922,lapis morsel,1.99,511,2018-03-10,east
923,lapis morsel,1.99,510,2018-03-10,west
924,pink morsel,3.0,564,2018-03-11,north
925,pink morsel,3.0,545,2018-03-11,south
926,pink morsel,3.0,536,2018-03-11,east
927,pink morsel,3.0,530,2018-03-11,west
928,gold morsel,9.99,564,2018-03-11,north
929,gold morsel,9.99,597,2018-03-11,south
930,gold morsel,9.99,556,2018-03-11,east
931,gold morsel,9.99,500,2018-03-11,west
932,magenta morsel,2.5,528,2018-03-11,north
933,magenta morsel,2.5,547,2018-03-11,south
934,magenta morsel,2.5,579,2018-03-11,east
935,magenta morsel,2.5,509,2018-03-11,west
936,chartreuse morsel,3.0,533,2018-03-11,north
937,chartreuse morsel,3.0,522,2018-03-11,south
938,chartreuse morsel,3.0,508,2018-03-11,east
939,chartreuse morsel,3.0,560,2018-03-11,west
940,periwinkle morsel,1.25,583,2018-03-11,north
941,periwinkle morsel,1.25,583,2018-03-11,south
942,periwinkle morsel,1.25,534,2018-03-11,east
943,periwinkle morsel,1.25,522,2018-03-11,west
944,vermilion morsel,4.99,528,2018-03-11,north
945,vermilion morsel,4.99,530,2018-03-11,south
946,vermilion morsel,4.99,539,2018-03-11,east
947,vermilion morsel,4.99,506,2018-03-11,west
948,lapis morsel,1.99,550,2018-03-11,north
949,lapis morsel,1.99,568,2018-03-11,south
950,lapis morsel,1.99,565,2018-03-11,east
951,lapis morsel,1.99,567,2018-03-11,west
952,pink morsel,3.0,533,2018-03-12,north
953,pink morsel,3.0,506,2018-03-12,south
954,pink morsel,3.0,534,2018-03-12,east
955,pink morsel,3.0,553,2018-03-12,west
956,gold morsel,9.99,513,2018-03-12,north
957,gold morsel,9.99,531,2018-03-12,south
958,gold morsel,9.99,570,2018-03-12,east
959,gold morsel,9.99,579,2018-03-12,west
960,magenta morsel,2.5,581,2018-03-12,north
961,magenta morsel,2.5,529,2018-03-12,south
962,magenta morsel,2.5,575,2018-03-12,east
963,magenta morsel,2.5,599,2018-03-12,west
964,chartreuse morsel,3.0,504,2018-03-12,north
965,chartreuse morsel,3.0,548,2018-03-12,south
966,chartreuse morsel,3.0,536,2018-03-12,east
967,chartreuse morsel,3.0,586,2018-03-12,west
968,periwinkle morsel,1.25,563,2018-03-12,north
969,periwinkle morsel,1.25,515,2018-03-12,south
970,periwinkle morsel,1.25,506,2018-03-12,east
971,periwinkle morsel,1.25,521,2018-03-12,west
972,vermilion morsel,4.99,561,2018-03-12,north
973,vermilion morsel,4.99,515,2018-03-12,south
974,vermilion morsel,4.99,510,2018-03-12,east
975,vermilion morsel,4.99,550,2018-03-12,west
976,lapis morsel,1.99,538,2018-03-12,north
977,lapis morsel,1.99,567,2018-03-12,south
978,lapis morsel,1.99,545,2018-03-12,east
979,lapis morsel,1.99,516,2018-03-12,west
980,pink morsel,3.0,548,2018-03-13,north
981,pink morsel,3.0,537,2018-03-13,south
982,pink morsel,3.0,518,2018-03-13,east
983,pink morsel,3.0,505,2018-03-13,west
984,gold morsel,9.99,530,2018-03-13,north
985,gold morsel,9.99,565,2018-03-13,south
986,gold morsel,9.99,518,2018-03-13,east
987,gold morsel,9.99,529,2018-03-13,west
988,magenta morsel,2.5,560,2018-03-13,north
989,magenta morsel,2.5,574,2018-03-13,south
990,magenta morsel,2.5,555,2018-03-13,east
991,magenta morsel,2.5,524,2018-03-13,west
992,chartreuse morsel,3.0,509,2018-03-13,north
993,chartreuse morsel,3.0,533,2018-03-13,south
994,chartreuse morsel,3.0,501,2018-03-13,east
995,chartreuse morsel,3.0,529,2018-03-13,west
996,periwinkle morsel,1.25,569,2018-03-13,north
997,periwinkle morsel,1.25,522,2018-03-13,south
998,periwinkle morsel,1.25,523,2018-03-13,east
999,periwinkle morsel,1.25,505,2018-03-13,west
1000,vermilion morsel,4.99,587,2018-03-13,north
1001,vermilion morsel,4.99,582,2018-03-13,south
1002,vermilion morsel,4.99,501,2018-03-13,east
1003,vermilion morsel,4.99,507,2018-03-13,west
1004,lapis morsel,1.99,520,2018-03-13,north
1005,lapis morsel,1.99,514,2018-03-13,south
1006,lapis morsel,1.99,565,2018-03-13,east
1007,lapis morsel,1.99,544,2018-03-13,west
1008,pink morsel,3.0,505,2018-03-14,north
1009,pink morsel,3.0,544,2018-03-14,south
1010,pink morsel,3.0,504,2018-03-14,east
1011,pink morsel,3.0,592,2018-03-14,west
1012,gold morsel,9.99,540,2018-03-14,north
1013,gold morsel,9.99,566,2018-03-14,south
1014,gold morsel,9.99,530,2018-03-14,east
1015,gold morsel,9.99,533,2018-03-14,west
1016,magenta morsel,2.5,570,2018-03-14,north
1017,magenta morsel,2.5,589,2018-03-14,south
1018,magenta morsel,2.5,532,2018-03-14,east
1019,magenta morsel,2.5,530,2018-03-14,west
1020,chartreuse morsel,3.0,556,2018-03-14,north
1021,chartreuse morsel,3.0,592,2018-03-14,south
1022,chartreuse morsel,3.0,572,2018-03-14,east
